,subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top
47,22,1,48,compromise,B,R,A,competitor,5190.0,0.78,0.62,0.55,10,14,30,2,1,0,False,False,False
48,22,1,49,attraction,B,M,A,competitor,5950.0,0.75,0.62,0.6,9,15,14,1,0,2,False,False,True
49,22,1,50,attraction,A,M,A,target,3160.0,0.75,0.65,0.73,10,15,9,1,0,2,True,False,False
50,22,1,51,attraction,B,M,B,target,4730.0,0.78,0.68,0.66,9,14,13,0,1,2,False,False,False
51,22,1,52,attraction,A,M,A,target,6540.0,0.78,0.62,0.76,10,14,9,1,0,2,False,True,False
52,22,1,53,compromise,B,L,A,competitor,4750.0,0.78,0.65,0.52,10,14,29,0,1,2,False,False,False
53,22,1,54,filler,,L,C,,4460.0,0.19,0.56,0.8,52,17,12,1,2,0,True,False,False
54,22,1,55,compromise,A,L,A,target,4860.0,0.78,0.62,0.85,9,15,7,0,1,2,True,False,True
55,22,1,56,attraction,A,L,A,target,5940.0,0.72,0.65,0.7,9,15,8,0,2,1,True,True,True
56,22,1,57,attraction,A,M,A,target,8670.0,0.72,0.65,0.7,9,15,8,1,0,2,False,True,False
57,22,1,58,compromise,B,R,A,competitor,5980.0,0.72,0.68,0.58,10,14,30,2,0,1,False,True,True
58,22,1,59,filler,,L,C,,3820.0,0.27,0.61,0.89,37,16,11,2,1,0,True,False,False
59,22,1,60,compromise,A,L,B,competitor,5960.0,0.78,0.68,0.88,10,15,7,2,0,1,True,True,True
60,22,1,61,attraction,B,M,B,target,5430.0,0.72,0.68,0.66,10,14,13,2,1,0,False,False,False
61,22,1,62,filler,,R,C,,2790.0,0.27,0.47,0.86,37,21,11,0,1,2,False,False,False
62,22,1,63,filler,,R,B,,4130.0,0.29,0.42,0.72,34,23,13,1,2,0,True,False,True
63,22,1,64,attraction,A,L,B,competitor,7170.0,0.72,0.68,0.7,9,14,8,1,0,2,False,True,True
64,22,1,65,compromise,B,L,B,target,5480.0,0.72,0.68,0.58,9,15,30,1,0,2,True,True,True
65,22,1,66,attraction,B,R,B,target,6230.0,0.72,0.62,0.6,10,14,13,0,2,1,False,False,True
66,22,1,67,attraction,A,L,A,target,4350.0,0.72,0.62,0.7,10,15,9,0,1,2,True,True,True
67,22,1,68,attraction,A,R,A,target,3960.0,0.75,0.65,0.73,10,14,9,2,0,1,True,True,True
68,22,1,69,attraction,A,R,A,target,8510.0,0.78,0.68,0.76,9,15,8,2,1,0,False,False,True
69,22,1,70,compromise,B,R,A,competitor,4210.0,0.75,0.62,0.58,9,15,29,2,0,1,False,False,False
70,22,1,71,compromise,A,L,A,target,5120.0,0.78,0.62,0.85,10,14,7,0,2,1,True,False,True
71,22,1,72,compromise,A,M,C,decoy,5470.0,0.72,0.65,0.82,10,15,7,2,0,1,False,True,True
72,22,1,73,filler,,R,C,,4390.0,0.32,0.6,0.78,31,16,12,1,0,2,True,True,False
73,22,1,74,attraction,B,R,A,competitor,4510.0,0.78,0.65,0.63,9,15,14,2,1,0,False,True,True
74,22,1,75,compromise,B,R,A,competitor,3340.0,0.72,0.62,0.55,10,14,30,2,1,0,False,False,True
75,22,2,76,compromise,B,R,B,target,3230.0,0.72,0.68,0.55,7,14,35,0,2,1,True,True,True
76,22,2,77,compromise,B,M,A,competitor,3680.0,0.72,0.62,0.55,8,14,35,1,0,2,True,False,True
77,22,2,78,compromise,B,L,B,target,3640.0,0.72,0.68,0.58,7,15,35,1,0,2,False,True,False
78,22,2,79,attraction,B,M,B,target,4240.0,0.75,0.62,0.6,7,15,14,2,1,0,False,False,False
79,22,2,80,attraction,B,R,B,target,3960.0,0.75,0.68,0.66,7,14,13,1,2,0,True,True,True
80,22,2,81,compromise,B,M,B,target,5500.0,0.78,0.62,0.55,8,14,35,2,1,0,False,False,False
81,22,2,82,attraction,A,M,A,target,5090.0,0.72,0.65,0.7,8,15,7,1,0,2,False,False,True
82,22,2,83,attraction,A,M,B,competitor,4170.0,0.72,0.65,0.7,7,15,6,2,1,0,False,True,False
83,22,2,84,compromise,A,L,B,competitor,7350.0,0.75,0.62,0.88,7,15,5,2,0,1,False,True,True
84,22,2,85,compromise,B,L,B,target,2880.0,0.72,0.68,0.52,8,15,35,2,0,1,False,False,False
85,22,2,86,attraction,A,M,A,target,4150.0,0.75,0.65,0.73,8,14,7,1,0,2,True,True,False
86,22,2,87,compromise,B,L,B,target,3500.0,0.72,0.65,0.52,8,15,34,2,0,1,False,True,True
87,22,2,88,attraction,A,L,A,target,4680.0,0.72,0.62,0.7,8,15,7,0,2,1,False,False,False
88,22,2,89,attraction,A,R,A,target,5590.0,0.75,0.65,0.73,8,15,7,2,1,0,True,False,False
89,22,2,90,filler,,L,C,,4019.9999999999995,0.27,0.47,0.86,37,21,11,1,2,0,True,True,False
90,22,2,91,filler,,L,A,,5740.0,0.32,0.48,0.85,31,20,11,0,2,1,False,False,True
91,22,2,92,attraction,B,M,B,target,6260.0,0.75,0.65,0.63,7,14,13,2,1,0,False,True,False
92,22,2,93,attraction,A,L,B,competitor,5840.0,0.78,0.62,0.76,7,15,6,2,0,1,True,False,True
93,22,2,94,attraction,B,R,B,target,7560.0,0.78,0.65,0.63,8,15,14,1,2,0,False,True,True
94,22,2,95,attraction,B,M,B,target,6620.0,0.72,0.68,0.66,8,14,13,2,1,0,False,True,False
95,22,2,96,compromise,A,M,B,competitor,6650.0,0.75,0.65,0.82,8,15,4,2,1,0,True,True,True
96,22,2,97,attraction,A,R,A,target,3110.0,0.78,0.68,0.76,8,15,7,2,0,1,False,False,True
97,22,2,98,attraction,B,M,A,competitor,4760.0,0.72,0.62,0.6,8,15,14,1,2,0,False,False,True
98,22,2,99,attraction,A,L,A,target,7610.0,0.72,0.65,0.7,7,14,6,0,1,2,False,True,True
99,22,2,100,attraction,A,M,A,target,6230.0,0.78,0.68,0.76,7,15,6,1,2,0,False,True,False
100,22,2,101,attraction,B,R,B,target,5730.0,0.78,0.62,0.6,7,14,13,0,2,1,False,False,False
101,22,2,102,compromise,A,L,B,competitor,6190.0,0.72,0.65,0.82,8,15,4,2,0,1,False,True,False
102,22,2,103,compromise,A,M,B,competitor,5990.0,0.78,0.68,0.82,8,15,5,0,1,2,False,False,False
103,22,2,104,filler,,R,C,,6090.0,0.27,0.61,0.89,37,16,11,1,0,2,True,False,False
104,22,2,105,attraction,B,R,B,target,3730.0,0.72,0.62,0.6,8,15,14,0,2,1,True,True,True
105,22,2,106,compromise,B,M,B,target,7130.0,0.75,0.62,0.58,7,15,34,0,1,2,False,True,False
106,22,2,107,attraction,A,R,A,target,4200.0,0.75,0.65,0.73,8,14,7,2,1,0,False,False,True
107,22,2,108,attraction,A,L,A,target,3340.0,0.72,0.65,0.7,7,15,6,0,1,2,True,False,True
108,22,2,109,filler,,M,C,,5060.0,0.32,0.6,0.78,31,16,12,0,2,1,False,True,True
109,22,2,110,filler,,M,C,,3020.0,0.19,0.56,0.8,52,17,12,0,2,1,False,True,True
110,22,2,111,compromise,A,R,A,target,7280.0,0.75,0.68,0.88,7,15,5,2,0,1,True,True,True
111,22,2,112,attraction,B,R,B,target,5210.0,0.78,0.62,0.6,7,15,14,0,2,1,True,True,True
112,22,2,113,filler,,L,B,,5810.0,0.31,0.38,0.85,32,26,11,1,0,2,True,False,False
113,22,2,114,attraction,B,M,B,target,4340.0,0.72,0.62,0.6,7,15,14,0,1,2,False,False,False
114,22,2,115,compromise,B,L,B,target,3840.0,0.78,0.65,0.52,8,14,34,2,0,1,False,False,False
115,22,2,116,compromise,B,R,C,decoy,7030.0,0.75,0.62,0.58,8,14,35,0,1,2,True,False,False
116,22,2,117,compromise,A,M,A,target,6460.0,0.78,0.68,0.88,8,15,4,1,0,2,False,True,True
117,22,2,118,compromise,A,L,A,target,4730.0,0.78,0.62,0.85,7,15,4,0,1,2,True,False,False
118,22,2,119,compromise,B,R,B,target,5730.0,0.72,0.62,0.55,8,14,35,1,2,0,True,True,False
119,22,2,120,compromise,A,R,A,target,4730.0,0.78,0.68,0.88,7,15,5,2,1,0,True,True,False
120,22,2,121,attraction,A,M,A,target,6040.0,0.75,0.68,0.73,7,14,6,1,0,2,True,False,False
121,22,2,122,attraction,A,R,B,competitor,4570.0,0.72,0.68,0.7,7,14,6,0,2,1,False,False,True
122,22,2,123,attraction,B,M,A,competitor,5560.0,0.78,0.62,0.6,8,15,14,1,0,2,True,True,False
123,22,2,124,compromise,A,R,B,competitor,5180.0,0.78,0.68,0.85,7,15,4,0,2,1,False,False,False
124,22,2,125,compromise,B,R,C,decoy,6150.0,0.72,0.65,0.58,7,15,34,0,1,2,True,True,False
125,22,2,126,filler,,L,C,,5510.0,0.29,0.42,0.72,34,23,13,1,2,0,True,True,True
126,22,2,127,attraction,B,L,B,target,7180.0,0.78,0.65,0.63,7,15,14,1,0,2,False,True,True
127,22,2,128,attraction,A,R,A,target,7020.0,0.78,0.62,0.76,8,14,7,2,1,0,False,False,True
128,22,2,129,compromise,A,M,B,competitor,5980.0,0.72,0.68,0.82,8,15,4,0,1,2,True,True,True
129,22,2,130,compromise,B,M,B,target,5690.0,0.72,0.62,0.58,7,14,35,0,1,2,False,False,True
130,22,2,131,compromise,B,R,A,competitor,8180.0,0.75,0.65,0.55,8,14,34,2,1,0,False,False,False
131,22,2,132,attraction,B,R,B,target,4930.0,0.78,0.65,0.63,8,15,14,1,2,0,True,False,False
132,22,2,133,filler,,M,C,,3060.0,0.24,0.37,0.76,41,27,13,2,0,1,True,True,True
133,22,2,134,compromise,A,R,A,target,4200.0,0.78,0.65,0.82,8,14,4,2,1,0,False,True,True
134,22,2,135,compromise,B,M,B,target,4400.0,0.75,0.68,0.55,7,14,34,0,1,2,True,False,False
135,22,2,136,attraction,A,L,A,target,5610.0,0.75,0.65,0.73,8,15,7,0,1,2,False,False,False
136,22,2,137,attraction,B,M,B,target,5370.0,0.72,0.62,0.6,8,14,13,0,1,2,False,True,False
137,22,2,138,compromise,B,L,B,target,7840.0,0.72,0.65,0.55,7,15,35,2,0,1,False,False,False
138,22,2,139,compromise,A,M,A,target,4830.0,0.78,0.62,0.85,8,14,4,1,2,0,True,False,True
139,22,2,140,filler,,L,C,,2540.0,0.16,0.46,0.87,62,21,11,2,1,0,False,True,False
140,22,2,141,compromise,A,R,A,target,7790.0,0.75,0.65,0.85,8,15,5,2,1,0,False,True,True
141,22,2,142,compromise,B,L,B,target,6520.0,0.72,0.68,0.58,8,14,35,2,0,1,False,False,True
142,22,2,143,compromise,A,R,C,decoy,6180.0,0.78,0.65,0.82,8,14,5,1,0,2,False,False,True
143,22,2,144,filler,,L,C,,5020.0,0.19,0.59,0.81,52,16,12,2,1,0,False,True,True
144,22,2,145,attraction,A,L,A,target,5460.0,0.75,0.65,0.73,7,15,6,0,2,1,True,False,True
145,22,2,146,attraction,B,M,B,target,3560.0,0.72,0.65,0.63,8,14,13,2,1,0,False,True,True
146,22,2,147,compromise,A,M,B,competitor,6880.0,0.72,0.68,0.82,8,15,4,2,1,0,True,True,False
147,22,2,148,compromise,A,L,A,target,4770.0,0.75,0.62,0.88,8,15,4,0,2,1,True,True,True
148,22,2,149,filler,,M,C,,3470.0,0.28,0.67,0.78,35,14,12,2,0,1,False,True,False
149,22,2,150,attraction,B,R,A,competitor,4490.0,0.78,0.68,0.66,7,14,13,2,1,0,True,True,False
150,22,3,151,filler,,R,C,,4180.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,True
151,22,3,152,filler,,M,C,,3520.0,0.19,0.56,0.8,52,17,12,2,0,1,True,True,True
152,22,3,153,compromise,B,R,B,target,3620.0,0.72,0.62,0.55,9,14,32,0,2,1,False,True,False
153,22,3,154,compromise,A,R,A,target,4520.0,0.78,0.62,0.85,9,14,6,2,0,1,False,False,True
154,22,3,155,compromise,A,L,A,target,4510.0,0.75,0.62,0.88,9,15,6,0,1,2,False,True,True
155,22,3,156,compromise,A,L,A,target,4440.0,0.78,0.68,0.88,9,15,6,0,2,1,False,False,True
156,22,3,157,filler,,M,C,,1980.0,0.29,0.42,0.72,34,23,13,2,0,1,True,False,False
157,22,3,158,compromise,B,M,A,competitor,3150.0,0.78,0.62,0.55,9,14,32,1,2,0,False,True,True
158,22,3,159,attraction,B,M,B,target,3030.0,0.78,0.65,0.63,8,15,14,2,1,0,False,True,True
159,22,3,160,compromise,A,M,B,competitor,4170.0,0.72,0.65,0.82,9,15,6,2,1,0,True,True,True
160,22,3,161,compromise,B,M,B,target,3820.0,0.72,0.68,0.58,9,14,32,0,1,2,False,False,True
161,22,3,162,compromise,A,M,B,competitor,6230.0,0.78,0.68,0.88,8,15,7,0,1,2,False,False,False
162,22,3,163,attraction,A,M,A,target,4770.0,0.75,0.65,0.73,9,15,8,1,2,0,True,True,True
163,22,3,164,attraction,B,R,B,target,3540.0,0.75,0.62,0.6,8,15,14,0,2,1,False,True,True
164,22,3,165,attraction,B,L,B,target,7020.0,0.72,0.62,0.6,9,15,14,1,0,2,True,False,True
165,22,3,166,filler,,R,C,,5120.0,0.32,0.6,0.78,31,16,12,0,1,2,True,True,False
166,22,3,167,compromise,A,R,A,target,3560.0,0.75,0.68,0.88,8,15,7,2,0,1,False,False,True
167,22,3,168,compromise,A,M,A,target,5020.0,0.78,0.65,0.82,9,14,6,1,0,2,False,True,False
168,22,3,169,compromise,B,L,A,competitor,7370.0,0.72,0.62,0.58,8,14,32,0,1,2,False,True,True
169,22,3,170,filler,,M,C,,3660.0,0.27,0.61,0.89,37,16,11,0,2,1,True,True,True
170,22,3,171,filler,,L,C,,3800.0,0.19,0.59,0.81,52,16,12,1,2,0,True,True,False
171,22,3,172,filler,,L,C,,3150.0,0.32,0.48,0.85,31,20,11,1,2,0,True,False,False
172,22,3,173,attraction,A,R,A,target,3090.0,0.75,0.65,0.73,9,14,8,2,1,0,True,False,True
173,22,3,174,filler,,L,C,,4290.0,0.28,0.67,0.78,35,14,12,2,1,0,True,True,True
174,22,3,175,attraction,B,R,A,competitor,5430.0,0.78,0.65,0.63,9,15,14,2,0,1,False,False,True
175,22,3,176,attraction,B,L,B,target,5570.0,0.75,0.65,0.63,8,14,13,1,0,2,True,True,False
176,22,3,177,filler,,M,C,,2220.0,0.24,0.37,0.76,41,27,13,0,2,1,False,False,False
177,22,3,178,compromise,B,M,A,competitor,6460.0,0.75,0.62,0.58,8,15,31,1,2,0,True,True,False
178,22,3,179,attraction,B,M,B,target,4340.0,0.78,0.62,0.6,8,14,13,0,1,2,False,True,True
179,22,3,180,attraction,B,L,B,target,5360.0,0.72,0.68,0.66,9,14,13,2,0,1,False,True,True
180,22,3,181,attraction,B,L,B,target,4570.0,0.78,0.62,0.6,9,15,14,2,0,1,False,False,True
181,22,3,182,attraction,A,R,B,competitor,5580.0,0.72,0.65,0.7,8,15,7,0,2,1,False,True,False
182,22,3,183,attraction,B,L,B,target,6190.0,0.72,0.62,0.6,9,14,13,1,0,2,True,False,True
183,22,3,184,filler,,M,C,,3030.0,0.27,0.47,0.86,37,21,11,0,2,1,True,False,True
184,22,3,185,attraction,B,M,A,competitor,3610.0,0.72,0.62,0.6,9,15,14,1,0,2,False,True,False
185,22,3,186,attraction,B,R,B,target,4640.0,0.72,0.65,0.63,9,14,13,1,2,0,True,False,False
186,22,3,187,attraction,A,R,A,target,4510.0,0.75,0.65,0.73,8,15,7,2,1,0,True,False,False
187,22,3,188,attraction,B,M,A,competitor,2240.0,0.78,0.62,0.6,8,15,14,1,0,2,True,False,False
188,22,3,189,attraction,B,L,B,target,3520.0,0.78,0.68,0.66,8,14,13,2,0,1,False,True,False
189,22,3,190,compromise,A,R,C,decoy,4630.0,0.78,0.62,0.85,8,15,6,0,1,2,True,False,False
190,22,3,191,attraction,A,M,A,target,4010.0,0.72,0.65,0.7,8,15,7,1,2,0,False,False,False
191,22,3,192,attraction,A,R,A,target,4620.0,0.72,0.68,0.7,8,14,7,2,1,0,True,True,False
192,22,3,193,attraction,A,R,B,competitor,4180.0,0.72,0.62,0.7,9,15,8,0,2,1,False,False,False
193,22,3,194,attraction,B,R,A,competitor,4650.0,0.78,0.65,0.63,9,15,14,2,0,1,False,True,True
194,22,3,195,compromise,B,R,B,target,7210.0,0.72,0.68,0.58,8,15,32,0,2,1,True,False,False
195,22,3,196,compromise,B,R,B,target,6980.0,0.75,0.68,0.55,8,14,31,0,2,1,True,True,True
196,22,3,197,compromise,B,R,B,target,3460.0,0.78,0.65,0.52,9,14,31,1,2,0,True,True,True
197,22,3,198,compromise,A,L,C,decoy,4240.0,0.75,0.65,0.85,9,15,7,2,1,0,True,False,True
198,22,3,199,compromise,A,R,A,target,4560.0,0.72,0.68,0.82,9,15,6,2,1,0,True,False,False
199,22,3,200,attraction,A,R,A,target,2450.0,0.75,0.65,0.73,9,15,8,2,0,1,False,True,False
200,22,3,201,attraction,A,M,A,target,4090.0,0.78,0.62,0.76,8,15,7,1,0,2,False,False,False
201,22,3,202,compromise,A,R,B,competitor,5120.0,0.78,0.68,0.82,9,15,7,1,2,0,True,True,True
202,22,3,203,attraction,A,R,A,target,3330.0,0.72,0.65,0.7,8,14,7,2,1,0,True,True,True
203,22,3,204,compromise,B,L,B,target,3980.0,0.72,0.68,0.52,9,15,32,1,0,2,False,True,True
204,22,3,205,attraction,A,M,A,target,2890.0,0.75,0.68,0.73,8,14,7,1,2,0,False,True,True
205,22,3,206,compromise,A,R,C,decoy,4550.0,0.78,0.68,0.85,8,15,6,0,1,2,True,True,True
206,22,3,207,compromise,A,M,C,decoy,5910.0,0.75,0.62,0.88,8,15,7,2,0,1,False,True,False
207,22,3,208,attraction,A,L,A,target,4400.0,0.75,0.65,0.73,9,14,8,0,2,1,True,True,False
208,22,3,209,compromise,B,R,B,target,5980.0,0.72,0.68,0.55,8,14,32,0,2,1,True,False,False
209,22,3,210,attraction,A,M,A,target,3140.0,0.78,0.68,0.76,9,15,8,1,2,0,False,True,True
210,22,3,211,attraction,B,R,B,target,5570.0,0.72,0.62,0.6,8,15,14,0,2,1,True,True,True
211,22,3,212,compromise,B,R,B,target,4970.0,0.72,0.65,0.52,9,15,31,1,2,0,True,False,False
212,22,3,213,compromise,B,M,B,target,6450.0,0.75,0.65,0.55,9,14,31,2,1,0,False,False,False
213,22,3,214,filler,,L,C,,2210.0,0.31,0.38,0.85,32,26,11,1,2,0,True,True,True
214,22,3,215,compromise,A,R,B,competitor,5260.0,0.72,0.68,0.82,9,15,6,1,2,0,True,False,False
215,22,3,216,attraction,B,R,B,target,4960.0,0.75,0.68,0.66,8,14,13,0,2,1,False,True,True
216,22,3,217,attraction,A,L,A,target,4690.0,0.72,0.65,0.7,9,15,8,0,2,1,False,False,False
217,22,3,218,compromise,B,M,A,competitor,3230.0,0.75,0.62,0.58,9,14,32,1,0,2,True,True,False
218,22,3,219,compromise,A,M,A,target,5500.0,0.75,0.65,0.82,9,15,6,1,0,2,True,True,True
219,22,3,220,attraction,A,M,A,target,2550.0,0.78,0.68,0.76,8,15,7,1,0,2,True,True,True
220,22,3,221,compromise,A,R,A,target,3250.0,0.78,0.65,0.82,9,14,7,2,0,1,False,False,False
221,22,3,222,compromise,B,R,B,target,3870.0,0.72,0.62,0.55,9,14,32,1,2,0,True,False,False
222,22,3,223,compromise,B,M,B,target,3560.0,0.72,0.65,0.55,8,15,32,2,1,0,True,True,False
223,22,3,224,attraction,A,L,A,target,3010.0,0.78,0.62,0.76,9,14,8,0,1,2,False,False,True
224,22,3,225,compromise,B,L,B,target,4270.0,0.72,0.65,0.58,8,15,31,1,0,2,False,False,False
0,23,1,1,filler,,L,A,,8330.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
1,23,1,2,compromise,A,R,B,competitor,9300.0,0.78,0.68,0.82,11,15,9,0,2,1,False,False,False
2,23,1,3,attraction,B,M,A,competitor,4700.0,0.72,0.62,0.6,11,14,13,1,0,2,True,True,True
3,23,1,4,attraction,A,L,A,target,6260.0,0.75,0.68,0.73,10,14,9,0,2,1,True,False,True
4,23,1,5,filler,,L,A,,5230.0,0.27,0.61,0.89,37,16,11,0,2,1,True,True,True
5,23,1,6,filler,,L,C,,9020.0,0.32,0.6,0.78,31,16,12,2,1,0,True,True,True
6,23,1,7,compromise,A,M,C,decoy,6070.0,0.78,0.68,0.88,10,15,9,0,2,1,True,True,False
7,23,1,8,attraction,A,M,B,competitor,5350.0,0.72,0.62,0.7,11,15,10,0,1,2,True,False,True
8,23,1,9,attraction,A,R,A,target,5970.0,0.75,0.65,0.73,11,14,10,2,1,0,True,False,False
9,23,1,10,compromise,A,R,B,competitor,4440.0,0.75,0.62,0.88,10,15,9,0,2,1,True,False,False
10,23,1,11,attraction,A,R,B,competitor,3930.0,0.78,0.68,0.76,11,15,10,1,2,0,False,True,True
11,23,1,12,filler,,M,B,,9250.0,0.27,0.47,0.86,37,21,11,2,1,0,True,True,True
12,23,1,13,attraction,B,R,B,target,5130.0,0.78,0.65,0.63,11,15,14,0,2,1,True,True,False
13,23,1,14,attraction,B,L,B,target,6890.0,0.72,0.65,0.63,11,14,13,2,0,1,False,False,False
14,23,1,15,compromise,A,R,A,target,4440.0,0.72,0.68,0.82,11,15,8,2,0,1,False,False,False
15,23,1,16,compromise,B,M,C,decoy,6460.0,0.72,0.68,0.52,11,15,20,2,0,1,True,True,True
16,23,1,17,compromise,B,M,C,decoy,7440.0,0.72,0.65,0.58,10,15,19,2,0,1,False,False,True
17,23,1,18,attraction,B,M,B,target,10510.0,0.72,0.62,0.6,10,15,14,2,1,0,False,True,True
18,23,1,19,compromise,A,L,B,competitor,4600.0,0.78,0.68,0.85,10,15,8,1,0,2,False,False,False
19,23,1,20,attraction,A,M,A,target,8750.0,0.72,0.65,0.7,11,15,10,1,0,2,True,False,True
20,23,1,21,compromise,A,M,A,target,7720.0,0.78,0.65,0.82,11,14,8,1,0,2,False,True,True
21,23,1,22,compromise,A,L,B,competitor,5450.0,0.75,0.65,0.85,11,15,9,1,0,2,False,False,True
22,23,1,23,compromise,A,R,B,competitor,6650.0,0.72,0.68,0.82,11,15,8,1,2,0,True,True,False
23,23,1,24,compromise,A,M,B,competitor,5950.0,0.75,0.65,0.82,11,15,8,0,1,2,True,False,False
24,23,1,25,attraction,B,R,B,target,5390.0,0.72,0.62,0.6,11,15,14,0,2,1,False,True,True
25,23,1,26,attraction,A,M,B,competitor,8400.0,0.75,0.65,0.73,11,15,10,0,1,2,True,False,True
26,23,1,27,compromise,B,R,C,decoy,3660.0,0.72,0.62,0.58,10,14,20,0,1,2,True,True,True
27,23,1,28,compromise,B,L,B,target,12110.0,0.78,0.65,0.52,11,14,19,1,0,2,False,True,True
28,23,1,29,compromise,A,M,A,target,7710.0,0.75,0.62,0.88,11,15,8,1,2,0,False,False,True
29,23,1,30,compromise,A,L,B,competitor,6060.0,0.72,0.65,0.82,11,15,8,1,0,2,False,False,False
30,23,1,31,compromise,B,L,C,decoy,5710.0,0.72,0.68,0.58,10,15,20,1,2,0,True,False,True
31,23,1,32,filler,,L,A,,6040.0,0.19,0.59,0.81,52,16,12,0,1,2,False,True,False
32,23,1,33,attraction,B,M,C,decoy,9870.0,0.75,0.65,0.63,10,14,13,0,2,1,True,False,False
33,23,1,34,compromise,B,R,A,competitor,6510.0,0.75,0.62,0.58,11,14,20,2,0,1,False,True,True
34,23,1,35,compromise,B,R,B,target,6480.0,0.72,0.65,0.52,11,15,19,1,2,0,False,False,False
35,23,1,36,filler,,M,A,,9940.0,0.29,0.42,0.72,34,23,13,1,0,2,True,True,True
36,23,1,37,attraction,A,M,B,competitor,8250.0,0.78,0.68,0.76,10,15,9,0,1,2,True,False,False
37,23,1,38,attraction,B,R,C,decoy,3530.0,0.72,0.62,0.6,11,15,14,0,1,2,True,True,False
38,23,1,39,filler,,M,B,,5240.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,True
39,23,1,40,compromise,A,L,B,competitor,6020.0,0.78,0.65,0.82,11,14,9,2,0,1,False,True,True
40,23,1,41,compromise,B,R,C,decoy,5770.0,0.75,0.68,0.55,10,14,19,1,0,2,True,True,False
41,23,1,42,compromise,B,M,C,decoy,4570.0,0.72,0.68,0.58,11,14,20,0,2,1,False,True,False
42,23,1,43,attraction,B,R,C,decoy,6370.0,0.75,0.62,0.6,10,15,14,0,1,2,True,True,False
43,23,1,44,compromise,B,M,C,decoy,7440.0,0.72,0.62,0.55,11,14,20,2,0,1,False,False,True
44,23,1,45,compromise,A,M,B,competitor,4190.0,0.78,0.68,0.88,11,15,8,2,1,0,True,False,False
45,23,1,46,compromise,A,L,B,competitor,4120.0,0.78,0.62,0.85,11,14,8,1,0,2,True,False,False
46,23,1,47,attraction,B,R,B,target,10320.0,0.78,0.68,0.66,10,14,13,1,2,0,True,True,False
47,23,1,48,attraction,B,M,B,target,8630.0,0.78,0.65,0.63,11,15,14,0,1,2,False,True,False
48,23,1,49,compromise,B,R,C,decoy,7900.0,0.78,0.62,0.55,11,14,20,0,1,2,False,True,True
49,23,1,50,attraction,A,M,B,competitor,4220.0,0.72,0.65,0.7,10,14,9,2,1,0,False,False,False
50,23,1,51,compromise,B,R,C,decoy,4430.0,0.72,0.68,0.55,10,14,20,1,0,2,False,False,True
51,23,1,52,attraction,A,L,B,competitor,7520.0,0.78,0.62,0.76,10,15,9,1,0,2,True,False,False
52,23,1,53,filler,,M,B,,5500.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
53,23,1,54,attraction,B,L,B,target,6820.0,0.75,0.68,0.66,10,14,13,1,0,2,False,True,False
54,23,1,55,compromise,A,M,B,competitor,8140.000000000001,0.78,0.62,0.85,10,15,8,0,1,2,False,False,False
55,23,1,56,filler,,M,A,,5320.0,0.32,0.48,0.85,31,20,11,1,2,0,True,False,False
56,23,1,57,attraction,A,M,B,competitor,9030.0,0.75,0.65,0.73,11,15,10,0,1,2,True,False,True
57,23,1,58,attraction,A,R,B,competitor,6070.0,0.72,0.65,0.7,10,15,9,0,2,1,True,True,True
58,23,1,59,compromise,B,L,B,target,3200.0,0.75,0.65,0.55,11,14,19,1,0,2,False,True,False
59,23,1,60,attraction,B,L,B,target,5620.0,0.78,0.62,0.6,11,15,14,2,0,1,False,True,True
60,23,1,61,attraction,A,M,B,competitor,3900.0,0.75,0.65,0.73,10,15,9,2,1,0,True,False,False
61,23,1,62,attraction,A,L,B,competitor,5170.0,0.75,0.65,0.73,11,14,10,2,0,1,True,True,True
62,23,1,63,compromise,A,M,B,competitor,4019.9999999999995,0.75,0.68,0.88,10,15,9,2,1,0,False,False,False
63,23,1,64,attraction,B,M,B,target,3340.0,0.78,0.62,0.6,10,15,14,0,1,2,False,False,False
64,23,1,65,attraction,B,R,B,target,3990.0,0.78,0.62,0.6,10,14,13,1,2,0,True,False,True
65,23,1,66,attraction,A,L,B,competitor,4780.0,0.72,0.65,0.7,10,15,9,1,0,2,False,True,True
66,23,1,67,filler,,M,A,,5870.0,0.28,0.67,0.78,35,14,12,1,0,2,True,True,True
67,23,1,68,attraction,B,R,B,target,6640.0,0.72,0.68,0.66,11,14,13,0,2,1,False,False,True
68,23,1,69,attraction,A,M,B,competitor,3960.0,0.72,0.68,0.7,10,14,9,0,1,2,True,True,True
69,23,1,70,attraction,B,L,B,target,3460.0,0.78,0.65,0.63,10,15,14,2,0,1,True,True,True
70,23,1,71,attraction,A,M,B,competitor,5240.0,0.78,0.62,0.76,11,14,10,2,1,0,False,False,True
71,23,1,72,compromise,B,M,C,decoy,4000.0,0.72,0.62,0.55,11,14,20,2,0,1,False,False,False
72,23,1,73,compromise,B,M,C,decoy,7390.0,0.75,0.62,0.58,10,15,19,0,2,1,True,False,True
