,subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top
59,6,1,60,attraction,B,R,A,competitor,12550.0,0.78,0.62,0.6,11,15,14,2,0,1,False,True,True
60,6,1,61,attraction,A,M,B,competitor,14380.0,0.75,0.65,0.73,10,15,9,2,1,0,True,False,False
61,6,1,62,attraction,A,L,B,competitor,44990.0,0.75,0.65,0.73,11,14,10,2,0,1,True,True,True
62,6,1,63,compromise,A,M,B,competitor,6180.0,0.75,0.68,0.88,10,15,9,2,1,0,False,False,False
63,6,1,64,attraction,B,M,B,target,19020.0,0.78,0.62,0.6,10,15,14,0,1,2,False,False,False
64,6,1,65,attraction,B,R,B,target,8119.999999999999,0.78,0.62,0.6,10,14,13,1,2,0,True,False,True
65,6,1,66,attraction,A,L,B,competitor,3330.0,0.72,0.65,0.7,10,15,9,1,0,2,False,True,True
66,6,1,67,filler,,M,A,,73350.0,0.28,0.67,0.78,35,14,12,1,0,2,True,True,True
67,6,1,68,attraction,B,R,B,target,6480.0,0.72,0.68,0.66,11,14,13,0,2,1,False,False,True
68,6,1,69,attraction,A,M,B,competitor,5480.0,0.72,0.68,0.7,10,14,9,0,1,2,True,True,True
69,6,1,70,attraction,B,L,B,target,4040.0,0.78,0.65,0.63,10,15,14,2,0,1,True,True,True
70,6,1,71,attraction,A,R,A,target,23340.0,0.78,0.62,0.76,11,14,10,2,1,0,False,False,True
71,6,1,72,compromise,B,M,C,decoy,10580.0,0.72,0.62,0.55,11,14,22,2,0,1,False,False,False
72,6,1,73,compromise,B,M,C,decoy,15250.0,0.75,0.62,0.58,10,15,21,0,2,1,True,False,True
73,6,1,74,filler,,R,A,,72230.0,0.19,0.56,0.8,52,17,12,2,0,1,False,True,True
74,6,1,75,compromise,B,R,C,decoy,14060.0,0.72,0.65,0.55,10,15,22,1,0,2,True,True,False
75,6,2,76,attraction,A,R,A,target,18420.0,0.78,0.68,0.76,13,15,12,2,0,1,True,False,True
76,6,2,77,compromise,B,R,C,decoy,8440.0,0.72,0.68,0.55,12,14,19,0,1,2,True,False,True
77,6,2,78,attraction,A,R,B,competitor,5070.0,0.72,0.65,0.7,12,15,11,0,2,1,True,True,True
78,6,2,79,filler,,M,A,,17610.0,0.24,0.37,0.76,41,27,13,1,0,2,True,False,True
79,6,2,80,attraction,B,L,B,target,5610.0,0.78,0.65,0.63,13,15,14,1,0,2,False,True,False
80,6,2,81,compromise,A,M,B,competitor,4230.0,0.72,0.68,0.82,13,15,10,2,1,0,False,False,False
81,6,2,82,attraction,A,M,A,target,16280.000000000002,0.78,0.62,0.76,12,15,11,1,2,0,True,True,True
82,6,2,83,attraction,B,R,A,competitor,14780.0,0.72,0.62,0.6,13,15,14,2,1,0,False,False,False
83,6,2,84,compromise,A,M,A,target,12200.0,0.78,0.68,0.88,13,15,10,1,0,2,False,False,True
84,6,2,85,compromise,A,M,B,competitor,9350.0,0.72,0.68,0.82,13,15,10,2,1,0,False,True,False
85,6,2,86,attraction,A,L,B,competitor,18870.0,0.75,0.65,0.73,12,15,11,2,0,1,False,True,True
86,6,2,87,compromise,B,M,C,decoy,8620.0,0.72,0.62,0.55,13,14,19,2,0,1,False,False,False
87,6,2,88,compromise,A,L,B,competitor,21020.0,0.75,0.65,0.82,13,15,10,1,0,2,True,True,False
88,6,2,89,attraction,A,L,B,competitor,8960.0,0.72,0.65,0.7,13,15,12,2,0,1,False,True,True
89,6,2,90,attraction,A,R,B,competitor,31330.0,0.72,0.68,0.7,12,14,11,0,2,1,False,False,False
90,6,2,91,attraction,A,M,B,competitor,8380.0,0.75,0.65,0.73,13,15,12,2,1,0,True,False,False
91,6,2,92,attraction,B,R,B,target,18570.0,0.72,0.68,0.66,13,14,13,1,2,0,True,True,False
92,6,2,93,attraction,B,R,B,target,19200.0,0.75,0.68,0.66,12,14,13,0,2,1,False,False,True
93,6,2,94,compromise,A,M,B,competitor,8930.0,0.78,0.68,0.85,12,15,10,2,1,0,False,True,False
94,6,2,95,filler,,R,A,,20810.0,0.27,0.47,0.86,37,21,11,2,0,1,True,False,True
95,6,2,96,attraction,B,R,B,target,13800.0,0.72,0.65,0.63,13,14,13,1,2,0,False,True,True
96,6,2,97,filler,,R,A,,58170.0,0.16,0.46,0.87,62,21,11,2,1,0,False,True,False
97,6,2,98,attraction,B,M,B,target,13240.0,0.78,0.62,0.6,12,15,14,2,1,0,True,True,True
98,6,2,99,compromise,B,M,C,decoy,9530.0,0.72,0.68,0.58,12,15,19,2,0,1,False,False,True
99,6,2,100,attraction,B,M,A,competitor,18350.0,0.72,0.62,0.6,13,14,13,1,2,0,False,False,True
100,6,2,101,attraction,B,L,A,competitor,7730.0,0.75,0.62,0.6,12,15,14,0,1,2,False,True,True
101,6,2,102,attraction,B,R,B,target,17260.0,0.75,0.65,0.63,12,14,13,1,2,0,False,True,False
102,6,2,103,compromise,A,L,A,target,12000.0,0.78,0.62,0.85,13,14,10,0,2,1,False,False,False
103,6,2,104,attraction,B,L,B,target,6210.0,0.78,0.65,0.63,12,15,14,2,0,1,False,True,False
104,6,2,105,filler,,L,A,,19440.0,0.19,0.59,0.81,52,16,12,0,1,2,False,False,False
105,6,2,106,compromise,B,R,C,decoy,14870.0,0.75,0.62,0.58,12,15,18,1,0,2,True,False,False
106,6,2,107,compromise,B,L,A,competitor,13220.0,0.78,0.62,0.55,13,14,19,0,2,1,True,True,True
107,6,2,108,compromise,A,L,A,target,24290.0,0.78,0.65,0.82,13,14,11,0,1,2,False,True,False
108,6,2,109,compromise,A,R,A,target,9450.0,0.78,0.65,0.82,13,14,10,2,1,0,False,False,True
109,6,2,110,filler,,L,A,,25420.0,0.29,0.42,0.72,34,23,13,0,1,2,True,False,True
110,6,2,111,attraction,A,L,A,target,15150.0,0.78,0.62,0.76,13,14,12,0,2,1,False,True,True
111,6,2,112,attraction,B,L,A,competitor,5900.0,0.72,0.62,0.6,13,15,14,0,2,1,False,True,True
112,6,2,113,attraction,B,R,A,competitor,9820.0,0.78,0.62,0.6,13,15,14,2,0,1,True,True,True
113,6,2,114,compromise,B,R,B,target,15920.0,0.72,0.65,0.52,13,15,18,0,2,1,True,True,True
114,6,2,115,filler,,R,C,,18270.0,0.32,0.6,0.78,31,16,12,1,0,2,True,False,False
115,6,2,116,compromise,A,R,C,decoy,24350.0,0.75,0.62,0.88,12,15,11,0,1,2,False,False,False
116,6,2,117,attraction,A,L,B,competitor,15730.0,0.72,0.65,0.7,12,15,11,2,0,1,False,False,False
117,6,2,118,compromise,B,R,C,decoy,7730.0,0.72,0.62,0.58,12,14,19,0,1,2,True,False,False
118,6,2,119,compromise,A,L,B,competitor,12280.0,0.75,0.68,0.88,12,15,11,1,0,2,False,True,True
119,6,2,120,compromise,B,L,A,competitor,9540.0,0.75,0.65,0.55,13,14,18,0,1,2,True,False,False
120,6,2,121,compromise,B,R,B,target,15830.0,0.72,0.65,0.55,12,15,19,1,2,0,True,True,False
121,6,2,122,compromise,B,M,B,target,43590.0,0.75,0.68,0.55,12,14,18,2,1,0,True,True,False
122,6,2,123,compromise,A,M,A,target,11030.0,0.78,0.62,0.85,12,15,10,1,0,2,True,False,False
123,6,2,124,attraction,A,R,B,competitor,5840.0,0.78,0.68,0.76,12,15,11,0,2,1,False,False,True
124,6,2,125,attraction,B,M,A,competitor,8060.000000000001,0.78,0.62,0.6,12,14,13,1,0,2,True,True,False
125,6,2,126,filler,,R,B,,18580.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
126,6,2,127,compromise,A,M,B,competitor,13860.0,0.78,0.68,0.88,12,15,11,0,1,2,True,True,False
127,6,2,128,attraction,A,R,B,competitor,16120.000000000002,0.75,0.68,0.73,12,14,11,1,2,0,True,True,True
128,6,2,129,filler,,M,A,,16230.0,0.19,0.56,0.8,52,17,12,1,0,2,False,True,True
129,6,2,130,attraction,A,R,A,target,18680.0,0.75,0.65,0.73,13,15,12,2,1,0,False,False,True
130,6,2,131,compromise,B,R,C,decoy,15560.0,0.75,0.62,0.58,13,14,19,0,1,2,True,True,True
131,6,2,132,attraction,A,L,A,target,23550.0,0.75,0.65,0.73,13,14,12,0,1,2,False,False,True
132,6,2,133,compromise,B,R,A,competitor,7070.0,0.78,0.65,0.52,13,14,18,2,1,0,False,False,False
133,6,2,134,filler,,M,A,,17080.0,0.27,0.61,0.89,37,16,11,1,2,0,True,False,False
134,6,2,135,compromise,A,R,A,target,23570.0,0.78,0.68,0.82,13,15,11,2,0,1,True,True,True
135,6,2,136,attraction,A,R,A,target,20920.0,0.72,0.62,0.7,13,15,12,2,1,0,False,True,True
136,6,2,137,attraction,B,L,A,competitor,22890.0,0.78,0.65,0.63,13,15,14,0,1,2,True,False,False
137,6,2,138,filler,,L,A,,12330.0,0.28,0.67,0.78,35,14,12,0,1,2,False,False,False
138,6,2,139,attraction,A,M,B,competitor,12110.0,0.72,0.65,0.7,12,14,11,0,1,2,False,True,False
139,6,2,140,compromise,B,M,C,decoy,7940.0,0.72,0.62,0.55,13,14,19,2,0,1,False,False,False
140,6,2,141,compromise,B,R,B,target,18150.0,0.72,0.68,0.52,13,15,19,1,2,0,True,False,True
141,6,2,142,attraction,A,R,A,target,11580.0,0.75,0.65,0.73,13,14,12,2,1,0,False,True,False
142,6,2,143,compromise,A,R,A,target,6990.0,0.75,0.62,0.88,13,15,10,2,1,0,False,True,True
143,6,2,144,compromise,A,R,A,target,11110.0,0.72,0.65,0.82,13,15,10,2,0,1,False,False,True
144,6,2,145,compromise,B,R,C,decoy,18020.0,0.72,0.68,0.58,13,14,19,1,0,2,False,False,True
145,6,2,146,attraction,B,M,B,target,14330.0,0.78,0.68,0.66,12,14,13,2,1,0,False,True,True
146,6,2,147,attraction,B,R,B,target,15950.0,0.72,0.62,0.6,12,15,14,0,2,1,True,False,True
147,6,2,148,compromise,B,L,C,decoy,9680.0,0.72,0.65,0.58,12,15,18,2,1,0,False,True,True
148,6,2,149,compromise,A,L,C,decoy,10040.0,0.75,0.65,0.85,13,15,11,2,1,0,True,True,False
149,6,2,150,filler,,R,B,,10480.0,0.32,0.48,0.85,31,20,11,0,2,1,True,True,True
150,6,3,151,compromise,B,R,C,decoy,14920.0,0.72,0.68,0.55,12,14,19,1,0,2,True,True,True
151,6,3,152,compromise,A,M,A,target,7510.0,0.78,0.65,0.82,13,14,10,1,2,0,True,True,True
152,6,3,153,compromise,B,R,C,decoy,6060.0,0.72,0.62,0.55,13,14,19,0,1,2,False,True,True
153,6,3,154,compromise,A,L,B,competitor,6340.0,0.78,0.68,0.85,12,15,10,2,0,1,True,True,True
154,6,3,155,compromise,A,L,A,target,18630.0,0.75,0.65,0.85,13,15,11,0,2,1,False,True,False
155,6,3,156,compromise,A,L,B,competitor,7430.0,0.75,0.68,0.88,12,15,11,2,0,1,False,False,True
156,6,3,157,compromise,A,L,A,target,13070.0,0.78,0.62,0.85,12,15,10,0,1,2,False,True,True
157,6,3,158,attraction,A,L,A,target,5540.0,0.78,0.62,0.76,12,15,11,0,2,1,False,False,True
158,6,3,159,filler,,R,A,,15320.0,0.19,0.56,0.8,52,17,12,2,0,1,True,False,False
159,6,3,160,compromise,B,L,C,decoy,18690.0,0.75,0.62,0.58,12,15,18,1,2,0,False,True,True
160,6,3,161,attraction,A,R,A,target,9220.0,0.75,0.65,0.73,13,14,12,2,1,0,False,True,True
161,6,3,162,compromise,B,M,B,target,8420.0,0.75,0.68,0.55,12,14,18,2,1,0,True,True,True
162,6,3,163,attraction,B,L,A,competitor,11850.0,0.78,0.65,0.63,13,15,14,0,1,2,False,False,True
163,6,3,164,filler,,M,B,,22540.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
164,6,3,165,compromise,A,R,B,competitor,9240.0,0.72,0.65,0.82,13,15,10,1,2,0,True,True,True
165,6,3,166,filler,,L,A,,12840.0,0.29,0.42,0.72,34,23,13,0,2,1,False,True,True
166,6,3,167,compromise,B,L,B,target,21190.0,0.72,0.65,0.52,13,15,18,1,0,2,True,False,True
167,6,3,168,compromise,A,M,B,competitor,12940.0,0.78,0.68,0.82,13,15,11,0,1,2,True,True,False
168,6,3,169,attraction,A,R,A,target,8430.0,0.75,0.65,0.73,13,14,12,2,0,1,False,False,True
169,6,3,170,compromise,A,L,B,competitor,10020.0,0.72,0.68,0.82,13,15,10,1,0,2,False,True,False
170,6,3,171,compromise,A,L,A,target,7720.0,0.75,0.62,0.88,13,15,10,0,1,2,False,True,True
171,6,3,172,attraction,B,R,B,target,7700.0,0.72,0.62,0.6,13,15,14,0,2,1,True,True,True
172,6,3,173,filler,,M,A,,33940.0,0.16,0.46,0.87,62,21,11,1,2,0,True,True,False
173,6,3,174,filler,,M,A,,17260.0,0.27,0.47,0.86,37,21,11,1,2,0,True,False,False
174,6,3,175,attraction,A,R,A,target,8990.0,0.78,0.62,0.76,13,14,12,2,1,0,True,False,True
175,6,3,176,filler,,R,A,,23470.0,0.19,0.59,0.81,52,16,12,2,1,0,True,True,True
176,6,3,177,attraction,B,R,A,competitor,13540.0,0.78,0.62,0.6,12,15,14,2,0,1,False,False,True
177,6,3,178,filler,,L,B,,33830.0,0.31,0.38,0.85,32,26,11,1,0,2,True,True,False
178,6,3,179,attraction,B,L,A,competitor,6080.0,0.78,0.62,0.6,13,15,14,0,2,1,False,False,False
179,6,3,180,filler,,M,A,,28260.0,0.28,0.67,0.78,35,14,12,1,2,0,True,True,False
180,6,3,181,attraction,B,L,A,competitor,6670.0,0.75,0.62,0.6,12,15,14,0,1,2,False,True,True
181,6,3,182,attraction,B,L,B,target,11420.0,0.72,0.62,0.6,12,15,14,2,0,1,False,True,True
182,6,3,183,attraction,B,L,B,target,17840.0,0.78,0.68,0.66,12,14,13,2,0,1,False,False,True
183,6,3,184,filler,,R,B,,8260.0,0.32,0.6,0.78,31,16,12,0,2,1,False,True,False
184,6,3,185,filler,,M,A,,8500.0,0.32,0.48,0.85,31,20,11,1,0,2,True,False,True
185,6,3,186,compromise,B,L,A,competitor,14930.0,0.75,0.65,0.55,13,14,18,0,2,1,True,False,True
186,6,3,187,attraction,A,L,B,competitor,8320.0,0.75,0.65,0.73,12,15,11,1,0,2,False,True,False
187,6,3,188,attraction,B,M,A,competitor,13040.0,0.78,0.62,0.6,12,14,13,1,2,0,True,False,False
188,6,3,189,attraction,B,M,B,target,12030.0,0.72,0.68,0.66,13,14,13,2,1,0,True,False,False
189,6,3,190,filler,,M,A,,10270.0,0.27,0.61,0.89,37,16,11,1,0,2,True,False,False
190,6,3,191,compromise,A,M,C,decoy,13070.0,0.75,0.62,0.88,12,15,11,2,0,1,False,True,False
191,6,3,192,attraction,A,M,B,competitor,9790.0,0.72,0.65,0.7,12,15,11,0,1,2,True,False,False
192,6,3,193,attraction,A,M,A,target,6790.0,0.72,0.62,0.7,13,15,12,1,2,0,False,False,False
193,6,3,194,attraction,A,M,B,competitor,9550.0,0.72,0.65,0.7,12,15,11,2,1,0,True,True,False
194,6,3,195,compromise,B,R,B,target,6740.0,0.72,0.68,0.52,13,15,19,0,2,1,False,False,False
195,6,3,196,compromise,B,M,C,decoy,24310.0,0.72,0.65,0.58,12,15,18,2,0,1,False,True,True
196,6,3,197,attraction,B,R,B,target,9590.0,0.75,0.68,0.66,12,14,13,0,2,1,True,False,False
197,6,3,198,attraction,B,L,A,competitor,10840.0,0.72,0.65,0.63,13,14,13,0,2,1,True,True,True
198,6,3,199,compromise,B,L,C,decoy,7930.0,0.78,0.62,0.55,13,14,19,1,2,0,True,True,True
199,6,3,200,compromise,A,R,A,target,6240.0,0.75,0.65,0.82,13,15,10,2,1,0,True,False,True
200,6,3,201,attraction,B,R,A,competitor,6480.0,0.75,0.65,0.63,12,14,13,2,1,0,True,False,False
201,6,3,202,attraction,A,L,B,competitor,9720.0,0.72,0.65,0.7,13,15,12,2,0,1,False,True,False
202,6,3,203,attraction,A,L,B,competitor,8550.0,0.78,0.68,0.76,12,15,11,1,0,2,False,False,False
203,6,3,204,compromise,A,R,B,competitor,17110.0,0.78,0.68,0.88,12,15,11,1,2,0,True,True,True
204,6,3,205,compromise,B,L,C,decoy,8820.0,0.72,0.62,0.55,13,14,19,2,1,0,True,True,True
205,6,3,206,attraction,A,L,B,competitor,24370.0,0.72,0.68,0.7,12,14,11,1,0,2,False,True,True
206,6,3,207,attraction,A,R,B,competitor,6550.0,0.78,0.68,0.76,13,15,12,1,2,0,False,True,True
207,6,3,208,compromise,A,M,B,competitor,6250.0,0.72,0.68,0.82,13,15,10,0,1,2,True,True,True
208,6,3,209,compromise,A,R,A,target,9460.0,0.78,0.65,0.82,13,14,11,2,0,1,False,True,False
209,6,3,210,attraction,B,L,A,competitor,8690.0,0.72,0.62,0.6,13,14,13,0,2,1,True,True,False
210,6,3,211,attraction,A,L,A,target,5880.0,0.75,0.65,0.73,13,15,12,0,2,1,True,False,False
211,6,3,212,compromise,B,M,A,competitor,6870.0,0.78,0.65,0.52,13,14,18,1,2,0,False,True,True
212,6,3,213,compromise,B,M,C,decoy,8900.0,0.75,0.62,0.58,13,14,19,0,2,1,True,True,True
213,6,3,214,attraction,B,M,A,competitor,6670.0,0.78,0.65,0.63,13,15,14,1,2,0,True,False,False
214,6,3,215,compromise,A,M,B,competitor,5130.0,0.78,0.68,0.88,13,15,10,2,1,0,False,False,False
215,6,3,216,attraction,B,M,A,competitor,5930.0,0.72,0.62,0.6,13,15,14,1,2,0,True,True,True
216,6,3,217,compromise,B,L,C,decoy,6420.0,0.72,0.62,0.58,12,14,19,1,2,0,True,False,False
217,6,3,218,compromise,A,L,A,target,4950.0,0.78,0.62,0.85,13,14,10,0,2,1,False,True,True
218,6,3,219,compromise,B,M,C,decoy,9620.0,0.72,0.68,0.58,12,15,19,0,2,1,False,False,False
219,6,3,220,attraction,B,M,A,competitor,12230.0,0.78,0.65,0.63,12,15,14,1,0,2,True,True,False
220,6,3,221,compromise,B,R,C,decoy,8650.0,0.72,0.68,0.58,13,14,19,1,0,2,True,True,True
221,6,3,222,compromise,B,R,C,decoy,7060.0,0.72,0.65,0.55,12,15,19,1,0,2,True,True,True
222,6,3,223,attraction,A,R,A,target,13400.0,0.72,0.65,0.7,12,14,11,2,0,1,False,False,False
223,6,3,224,attraction,A,M,A,target,7170.0,0.75,0.65,0.73,13,15,12,1,2,0,True,False,False
224,6,3,225,attraction,A,M,B,competitor,7340.0,0.75,0.68,0.73,12,14,11,2,1,0,True,True,False
0,7,1,1,compromise,B,R,A,competitor,15100.0,0.78,0.62,0.55,12,14,18,2,0,1,False,True,True
1,7,1,2,filler,,R,A,,10670.0,0.28,0.67,0.78,35,14,12,2,1,0,True,False,True
2,7,1,3,attraction,A,R,B,competitor,12830.0,0.78,0.68,0.76,11,15,10,0,2,1,False,False,False
3,7,1,4,compromise,B,R,B,target,11660.0,0.75,0.68,0.55,11,14,17,0,2,1,False,False,False
4,7,1,5,attraction,B,L,B,target,8710.0,0.72,0.68,0.66,12,14,13,1,0,2,True,True,True
5,7,1,6,attraction,B,R,B,target,9130.0,0.72,0.62,0.6,12,15,14,0,2,1,True,False,True
6,7,1,7,compromise,A,L,A,target,10020.0,0.78,0.65,0.82,12,14,10,0,2,1,True,True,True
7,7,1,8,compromise,B,L,C,decoy,7670.0,0.72,0.62,0.55,12,14,18,2,1,0,True,True,True
8,7,1,9,attraction,B,R,B,target,9750.0,0.72,0.62,0.6,12,14,13,0,2,1,True,True,False
9,7,1,10,compromise,A,L,A,target,11600.0,0.75,0.62,0.88,12,15,9,0,1,2,True,False,True
10,7,1,11,filler,,M,B,,8220.0,0.27,0.61,0.89,37,16,11,2,1,0,True,False,False
11,7,1,12,compromise,A,M,C,decoy,15370.0,0.75,0.62,0.88,11,15,10,0,2,1,True,False,False
12,7,1,13,attraction,B,R,B,target,7680.0,0.72,0.62,0.6,11,15,14,1,2,0,False,True,True
13,7,1,14,compromise,B,L,C,decoy,8800.0,0.75,0.62,0.58,12,14,18,2,1,0,True,True,True
14,7,1,15,compromise,A,R,B,competitor,12770.0,0.78,0.68,0.85,11,15,9,0,2,1,True,True,False
15,7,1,16,compromise,A,L,B,competitor,9880.0,0.78,0.68,0.88,12,15,9,2,0,1,False,False,False
16,7,1,17,attraction,A,L,B,competitor,3750.0,0.72,0.65,0.7,12,15,11,2,0,1,False,False,False
17,7,1,18,attraction,A,L,B,competitor,11810.0,0.75,0.68,0.73,11,14,10,2,0,1,True,True,True
18,7,1,19,compromise,A,L,B,competitor,22270.0,0.78,0.68,0.88,11,15,10,2,0,1,False,False,True
19,7,1,20,attraction,B,M,B,target,6230.0,0.72,0.62,0.6,12,15,14,2,1,0,False,True,True
20,7,1,21,compromise,A,M,A,target,6500.0,0.78,0.68,0.82,12,15,10,1,0,2,False,False,False
21,7,1,22,compromise,B,M,A,competitor,8790.0,0.72,0.68,0.52,12,15,18,1,0,2,True,False,True
22,7,1,23,compromise,B,R,C,decoy,22590.0,0.72,0.65,0.58,11,15,17,1,0,2,False,True,True
23,7,1,24,compromise,A,M,A,target,13580.0,0.78,0.62,0.85,12,14,9,1,0,2,False,False,True
24,7,1,25,compromise,B,R,B,target,12080.0,0.72,0.68,0.58,11,15,18,1,2,0,True,True,False
25,7,1,26,attraction,B,M,B,target,8500.0,0.75,0.62,0.6,11,15,14,0,1,2,True,False,False
26,7,1,27,attraction,B,R,B,target,16650.0,0.75,0.68,0.66,11,14,13,0,2,1,False,True,True
27,7,1,28,attraction,A,L,A,target,15370.0,0.75,0.65,0.73,12,14,11,0,1,2,True,False,True
28,7,1,29,attraction,A,M,B,competitor,13350.0,0.72,0.65,0.7,11,15,10,0,1,2,True,True,True
29,7,1,30,compromise,A,M,A,target,8750.0,0.75,0.65,0.85,12,15,10,1,0,2,False,True,True
30,7,1,31,compromise,B,R,B,target,14800.0,0.75,0.62,0.58,11,15,17,1,2,0,False,False,True
31,7,1,32,compromise,A,L,B,competitor,12130.0,0.72,0.68,0.82,12,15,9,1,0,2,False,False,False
32,7,1,33,compromise,A,M,A,target,7710.0,0.78,0.65,0.82,12,14,9,1,2,0,True,False,True
33,7,1,34,compromise,A,L,A,target,17180.0,0.72,0.65,0.82,12,15,9,0,1,2,False,True,False
34,7,1,35,attraction,A,L,A,target,16090.0,0.72,0.65,0.7,11,15,10,0,2,1,True,False,False
35,7,1,36,filler,,R,A,,20840.0,0.27,0.47,0.86,37,21,11,2,0,1,False,True,True
36,7,1,37,compromise,B,L,C,decoy,13530.0,0.72,0.62,0.58,11,14,18,1,2,0,False,False,False
37,7,1,38,attraction,A,M,A,target,18080.0,0.75,0.65,0.73,12,15,11,1,0,2,True,True,True
38,7,1,39,attraction,B,M,B,target,6350.0,0.78,0.65,0.63,11,15,14,0,1,2,True,False,False
39,7,1,40,filler,,R,C,,21140.0,0.29,0.42,0.72,34,23,13,0,1,2,True,True,False
40,7,1,41,compromise,B,M,B,target,13560.0,0.72,0.68,0.58,12,14,18,0,1,2,False,True,True
41,7,1,42,attraction,A,R,A,target,7810.0,0.72,0.62,0.7,12,15,11,2,0,1,False,True,True
42,7,1,43,attraction,A,M,A,target,5900.0,0.75,0.65,0.73,12,14,11,1,0,2,True,True,False
43,7,1,44,filler,,L,A,,8710.0,0.24,0.37,0.76,41,27,13,0,2,1,False,True,False
44,7,1,45,compromise,B,M,B,target,11790.0,0.72,0.65,0.55,11,15,18,0,1,2,True,True,False
45,7,1,46,compromise,A,M,C,decoy,19380.0,0.75,0.68,0.88,11,15,10,2,0,1,False,False,True
46,7,1,47,compromise,B,R,A,competitor,8210.0,0.72,0.62,0.55,12,14,18,2,1,0,True,False,False
47,7,1,48,filler,,M,A,,21000.0,0.32,0.48,0.85,31,20,11,1,0,2,True,False,False
48,7,1,49,filler,,M,A,,14560.0,0.16,0.46,0.87,62,21,11,1,2,0,True,True,False
49,7,1,50,attraction,A,L,A,target,8740.0,0.78,0.62,0.76,11,15,10,0,1,2,False,True,False
50,7,1,51,attraction,B,M,B,target,8020.0,0.75,0.65,0.63,11,14,13,0,1,2,False,True,True
51,7,1,52,attraction,A,R,A,target,9100.0,0.78,0.68,0.76,12,15,11,2,1,0,False,False,False
52,7,1,53,attraction,B,M,A,competitor,12180.0,0.72,0.65,0.63,12,14,13,1,0,2,False,False,True
53,7,1,54,attraction,B,M,A,competitor,9070.0,0.78,0.65,0.63,12,15,14,1,0,2,True,False,False
54,7,1,55,compromise,B,L,A,competitor,14630.0,0.75,0.65,0.55,12,14,17,0,1,2,False,False,False
55,7,1,56,attraction,B,L,B,target,8800.0,0.78,0.65,0.63,12,15,14,1,0,2,False,True,False
56,7,1,57,attraction,B,M,B,target,7940.0,0.78,0.62,0.6,12,15,14,0,1,2,False,False,False
57,7,1,58,compromise,B,M,A,competitor,7600.0,0.78,0.65,0.52,12,14,17,1,2,0,True,False,False
58,7,1,59,filler,,M,B,,13910.0,0.31,0.38,0.85,32,26,11,0,1,2,True,False,True
59,7,1,60,attraction,B,R,B,target,13800.0,0.78,0.68,0.66,11,14,13,0,2,1,True,True,True
60,7,1,61,attraction,A,L,B,competitor,8370.0,0.72,0.68,0.7,11,14,10,1,0,2,False,True,False
61,7,1,62,compromise,B,L,B,target,12730.0,0.72,0.65,0.52,12,15,17,2,0,1,False,True,True
62,7,1,63,filler,,R,A,,15000.0,0.32,0.6,0.78,31,16,12,2,1,0,True,False,False
63,7,1,64,filler,,R,A,,6780.0,0.19,0.59,0.81,52,16,12,2,0,1,True,True,True
64,7,1,65,attraction,A,R,A,target,6530.0,0.75,0.65,0.73,11,15,10,2,1,0,False,False,False
65,7,1,66,attraction,B,M,B,target,4019.9999999999995,0.78,0.62,0.6,11,15,14,0,1,2,False,False,False
66,7,1,67,attraction,B,R,B,target,7950.0,0.78,0.62,0.6,11,14,13,1,2,0,True,False,True
67,7,1,68,filler,,M,A,,6610.0,0.19,0.56,0.8,52,17,12,1,0,2,False,True,True
68,7,1,69,compromise,A,L,B,competitor,6410.0,0.72,0.68,0.82,12,15,9,1,0,2,True,True,True
69,7,1,70,attraction,A,L,A,target,9950.0,0.75,0.65,0.73,12,15,11,0,2,1,False,False,True
70,7,1,71,compromise,A,M,B,competitor,10770.0,0.78,0.62,0.85,11,15,9,0,1,2,True,True,True
71,7,1,72,compromise,B,L,B,target,4180.0,0.72,0.68,0.55,11,14,18,2,0,1,True,True,True
72,7,1,73,attraction,A,R,A,target,7840.0,0.78,0.62,0.76,12,14,11,2,1,0,False,False,True
73,7,1,74,compromise,A,L,B,competitor,8670.0,0.75,0.65,0.82,12,15,9,2,0,1,False,False,False
74,7,1,75,attraction,A,R,B,competitor,12490.0,0.72,0.65,0.7,11,14,10,0,2,1,True,False,True
75,7,2,76,filler,,L,A,,5310.0,0.28,0.67,0.78,35,14,12,0,1,2,True,True,True
76,7,2,77,attraction,B,M,B,target,6950.0,0.72,0.62,0.6,12,14,13,2,1,0,True,True,True
77,7,2,78,attraction,B,M,B,target,3380.0,0.78,0.68,0.66,11,14,13,2,1,0,False,True,True
78,7,2,79,compromise,A,R,B,competitor,6100.0,0.72,0.68,0.82,12,15,9,1,2,0,True,False,True
79,7,2,80,compromise,B,M,C,decoy,6480.0,0.72,0.62,0.55,12,14,21,2,0,1,True,False,True
80,7,2,81,compromise,B,R,C,decoy,3380.0,0.72,0.62,0.58,11,14,21,0,1,2,True,False,True
81,7,2,82,attraction,B,R,B,target,4180.0,0.72,0.62,0.6,11,15,14,0,2,1,True,True,True
82,7,2,83,filler,,L,B,,9190.0,0.24,0.37,0.76,41,27,13,1,0,2,True,False,True
83,7,2,84,compromise,B,R,C,decoy,3370.0,0.72,0.65,0.52,12,15,20,1,0,2,False,True,False
